traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,year,month,day,hour,day_in_week,is_weekend
4396,No,296.22,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,9,9,18,5,0
2150,No,296.22,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,8,29,22,3,0
5079,No,296.22,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2017,6,28,14,2,0
5079,No,296.22,No rain,No snow,Mostly Cloudy,Rain,light rain,2017,6,28,14,2,0
5079,No,296.22,No rain,No snow,Mostly Cloudy,Thunderstorm,proximity thunderstorm,2017,6,28,14,2,0
621,No,296.22,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,7,11,0,0,0
851,No,296.22,No rain,No snow,Mostly Cloudy,Thunderstorm,proximity thunderstorm,2017,7,26,4,2,0
851,No,296.22,No rain,No snow,Mostly Cloudy,Mist,mist,2017,7,26,4,2,0
851,No,296.22,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2017,7,26,4,2,0
5025,No,296.22,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,5,14,14,0,0
4777,No,296.22,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,6,12,13,1,0
4273,No,296.23,No rain,No snow,Clear,Clear,Sky is Clear,2013,8,18,11,6,0
4370,No,296.23,No rain,No snow,Clear,Clear,sky is clear,2016,8,24,18,2,0
2658,No,296.23,No rain,No snow,Clear,Clear,sky is clear,2018,5,6,20,6,0
3068,No,296.23,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,6,26,21,3,0
2612,No,296.23,No rain,No snow,Party Cloudy,Clouds,few clouds,2017,9,11,20,0,0
4775,No,296.23,No rain,No snow,Mostly Cloudy,Rain,light rain,2017,7,26,11,2,0
4775,No,296.23,No rain,No snow,Mostly Cloudy,Mist,mist,2017,7,26,11,2,0
4448,No,296.23,Have rain,No snow,Clear,Rain,light rain,2014,6,2,18,0,0
4416,No,296.23,Have rain,No snow,Party Cloudy,Rain,moderate rain,2015,6,26,18,4,0
4416,No,296.23,Have rain,No snow,Party Cloudy,Thunderstorm,proximity thunderstorm,2015,6,26,18,4,0
4937,No,296.24,No rain,No snow,Clear,Clear,sky is clear,2014,7,17,11,3,0
4888,No,296.24,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2016,6,24,12,4,0
457,No,296.24,No rain,No snow,Mostly Cloudy,Mist,mist,2016,7,22,1,4,0
457,No,296.24,No rain,No snow,Mostly Cloudy,Fog,fog,2016,7,22,1,4,0
6144,No,296.24,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,7,17,6,2,0
6128,No,296.24,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2016,8,19,16,4,0
424,No,296.24,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,8,2,2,1,0
4261,No,296.24,Have rain,No snow,Overcast,Rain,light rain,2013,6,16,14,6,0
4261,No,296.24,Have rain,No snow,Overcast,Thunderstorm,proximity thunderstorm,2013,6,16,14,6,0
3487,No,296.24,Have rain,No snow,Mostly Cloudy,Rain,moderate rain,2018,9,3,18,0,0
5015,No,296.24,Have rain,No snow,Mostly Cloudy,Rain,moderate rain,2018,8,25,15,5,0
4217,No,296.25,No rain,No snow,Clear,Clear,sky is clear,2015,7,29,10,2,0
3651,No,296.25,No rain,No snow,Party Cloudy,Clear,sky is clear,2014,6,13,19,4,0
4182,No,296.25,No rain,No snow,Party Cloudy,Clouds,few clouds,2016,8,31,12,2,0
4305,No,296.25,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,8,3,17,5,0
4766,No,296.25,Have rain,No snow,Party Cloudy,Rain,light rain,2015,9,23,13,2,0
3309,No,296.26,No rain,No snow,Clear,Clear,sky is clear,2014,7,30,20,2,0
759,No,296.26,No rain,No snow,Clear,Clear,sky is clear,2015,8,14,0,4,0
2998,No,296.26,No rain,No snow,Party Cloudy,Clear,sky is clear,2014,6,10,20,1,0
779,No,296.26,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,7,10,0,2,0
3004,No,296.26,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,7,10,5,2,0
4218,No,296.26,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2014,4,20,15,6,0
4305,No,296.26,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2016,6,30,14,3,0
4759,No,296.26,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2016,8,16,9,1,0
1154,No,296.26,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,7,10,23,6,0
5038,No,296.26,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,7,28,14,3,0
3026,No,296.26,Have rain,No snow,Mostly Cloudy,Rain,proximity shower rain,2015,9,5,8,5,0
3026,No,296.26,Have rain,No snow,Mostly Cloudy,Thunderstorm,proximity thunderstorm,2015,9,5,8,5,0
6298,No,296.26,Have rain,No snow,Party Cloudy,Rain,heavy intensity rain,2013,7,10,8,2,0
6298,No,296.26,Have rain,No snow,Party Cloudy,Thunderstorm,proximity thunderstorm,2013,7,10,8,2,0
5706,No,296.27,No rain,No snow,Clear,Clear,Sky is Clear,2013,6,20,11,3,0
6593,No,296.27,No rain,No snow,Clear,Clear,Sky is Clear,2013,8,8,16,3,0
5065,No,296.27,No rain,No snow,Clear,Clear,Sky is Clear,2016,6,8,13,2,0
5312,No,296.27,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,5,26,14,4,0
4324,No,296.27,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,7,10,11,0,0
4179,No,296.27,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2016,7,28,18,3,0
2027,No,296.27,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2015,9,6,22,6,0
1335,No,296.27,Have rain,No snow,Clear,Rain,light rain,2018,9,1,0,5,0
1180,No,296.27,Have rain,No snow,Party Cloudy,Rain,light rain,2014,6,17,23,1,0
4972,No,296.28,No rain,No snow,Clear,Clear,Sky is Clear,2016,6,20,11,0,0
1371,No,296.28,No rain,No snow,Clear,Clear,sky is clear,2015,9,3,23,3,0
3949,No,296.28,No rain,No snow,Clear,Clear,sky is clear,2015,9,13,15,6,0
5031,No,296.28,No rain,No snow,Clear,Clear,sky is clear,2017,6,27,14,1,0
4681,No,296.28,No rain,No snow,Clear,Clear,sky is clear,2017,7,19,10,2,0
1710,No,296.28,No rain,No snow,Clear,Clear,sky is clear,2017,9,3,23,6,0
5806,No,296.28,No rain,No snow,Clear,Clear,sky is clear,2017,9,20,15,2,0
6046,No,296.28,No rain,No snow,Clear,Clear,sky is clear,2017,9,20,17,2,0
4816,No,296.28,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,6,15,10,3,0
4386,No,296.28,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,7,24,10,1,0
2420,No,296.28,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,8,9,22,3,0
4462,No,296.28,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,9,10,13,0,0
4061,No,296.28,No rain,No snow,Party Cloudy,Clouds,few clouds,2016,8,8,10,0,0
6616,No,296.28,No rain,No snow,Party Cloudy,Clouds,few clouds,2017,9,20,16,2,0
5735,No,296.28,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2016,6,28,17,1,0
3761,No,296.28,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,7,1,18,5,0
2385,No,296.28,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,7,4,10,1,0
5409,No,296.28,No rain,No snow,Party Cloudy,Thunderstorm,thunderstorm,2017,7,6,6,3,0
4170,No,296.28,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,7,23,15,6,0
5228,No,296.28,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2018,7,27,13,4,0
4696,No,296.28,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2016,8,11,11,3,0
4301,No,296.28,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,8,4,13,6,0
3262,No,296.28,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,6,16,21,4,0
3625,No,296.28,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,6,29,19,3,0
5720,No,296.28,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,8,22,15,1,0
5934,No,296.28,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2015,9,2,15,2,0
1967,No,296.28,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,7,30,11,5,0
4284,No,296.28,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,9,4,12,6,0
4644,No,296.29,No rain,No snow,Clear,Clear,Sky is Clear,2013,6,18,10,1,0
4316,No,296.29,No rain,No snow,Clear,Clear,sky is clear,2015,8,10,10,0,0
2321,No,296.29,No rain,No snow,Clear,Clear,sky is clear,2016,8,28,21,6,0
2965,No,296.29,No rain,No snow,Clear,Clear,sky is clear,2017,6,27,20,1,0
4019,No,296.29,No rain,No snow,Clear,Clear,sky is clear,2017,7,29,10,5,0
4432,No,296.29,No rain,No snow,Clear,Clear,sky is clear,2017,9,9,16,5,0
5530,No,296.29,No rain,No snow,Clear,Clear,sky is clear,2018,5,29,8,1,0
4530,No,296.29,No rain,No snow,Clear,Rain,light rain,2018,6,25,11,0,0
3971,No,296.29,No rain,No snow,Clear,Haze,haze,2018,8,11,10,5,0
1742,No,296.29,No rain,No snow,Clear,Haze,haze,2018,8,15,22,2,0
6282,No,296.29,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,8,22,17,1,0
5871,No,296.29,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,8,23,15,2,0
3131,No,296.29,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,7,21,20,6,0
4942,No,296.29,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2018,6,21,13,3,0
2377,No,296.29,No rain,No snow,Mostly Cloudy,Mist,mist,2018,8,16,22,3,0
4399,No,296.29,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,8,6,13,6,0
5971,No,296.29,No rain,No snow,Mostly Cloudy,Rain,proximity shower rain,2017,9,22,8,4,0
5971,No,296.29,No rain,No snow,Mostly Cloudy,Thunderstorm,proximity thunderstorm,2017,9,22,8,4,0
5558,No,296.29,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,6,18,15,0,0
2804,No,296.29,Have rain,No snow,Clear,Rain,light rain,2016,5,24,21,1,0
2804,No,296.29,Have rain,No snow,Clear,Drizzle,light intensity drizzle,2016,5,24,21,1,0
5575,No,296.29,Have rain,No snow,Mostly Cloudy,Rain,moderate rain,2018,8,27,6,0,0
3096,No,296.3,No rain,No snow,Clear,Clear,sky is clear,2015,7,30,21,3,0
4511,No,296.3,No rain,No snow,Clear,Clear,sky is clear,2016,9,11,12,6,0
2246,No,296.3,No rain,No snow,Clear,Clear,sky is clear,2018,7,7,23,5,0
6069,No,296.3,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,9,24,15,1,0
3064,No,296.3,No rain,No snow,Party Cloudy,Thunderstorm,proximity thunderstorm,2016,5,29,19,6,0
3064,No,296.3,No rain,No snow,Party Cloudy,Rain,proximity shower rain,2016,5,29,19,6,0
6651,No,296.3,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,6,11,17,1,0
5462,No,296.3,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2016,8,2,8,1,0
4509,No,296.3,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,8,21,11,0,0
4598,No,296.3,No rain,No snow,Mostly Cloudy,Thunderstorm,proximity thunderstorm,2018,9,12,11,2,0
2735,No,296.3,Have rain,No snow,Mostly Cloudy,Rain,heavy intensity rain,2014,5,26,20,0,0
6217,No,296.31,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,7,18,7,3,0
4761,No,296.31,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,6,15,12,5,0
5297,No,296.31,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,9,6,9,4,0
2685,No,296.31,No rain,No snow,Mostly Cloudy,Rain,heavy intensity rain,2017,8,16,20,2,0
2685,No,296.31,No rain,No snow,Mostly Cloudy,Mist,mist,2017,8,16,20,2,0
3435,No,296.32,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,7,14,19,6,0
4689,No,296.32,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,9,24,10,6,0
341,No,296.32,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,7,27,2,2,0
1962,No,296.33,No rain,No snow,Clear,Clear,Sky is Clear,2013,6,28,23,4,0
3281,No,296.33,No rain,No snow,Clear,Clear,sky is clear,2015,8,5,20,2,0
5507,No,296.33,No rain,No snow,Party Cloudy,Clouds,broken clouds,2014,7,8,14,1,0
396,No,296.33,Have rain,No snow,Mostly Cloudy,Rain,moderate rain,2015,9,2,3,2,0
396,No,296.33,Have rain,No snow,Mostly Cloudy,Mist,mist,2015,9,2,3,2,0
396,No,296.33,Have rain,No snow,Mostly Cloudy,Thunderstorm,thunderstorm with rain,2015,9,2,3,2,0
5171,No,296.34,No rain,No snow,Clear,Clear,Sky is Clear,2013,8,13,12,1,0
871,No,296.34,No rain,No snow,Clear,Clear,Sky is Clear,2013,8,22,4,3,0
3532,No,296.34,No rain,No snow,Clear,Clear,sky is clear,2015,7,2,19,3,0
4522,No,296.34,No rain,No snow,Clear,Clear,sky is clear,2015,9,8,18,1,0
3105,No,296.34,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2016,6,22,20,2,0
4153,No,296.34,No rain,No snow,Party Cloudy,Rain,light rain,2017,7,6,10,3,0
367,No,296.34,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,6,27,3,3,0
5371,No,296.34,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,8,21,9,2,0
4373,No,296.34,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,5,12,19,4,0
4683,No,296.34,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,9,2,13,5,0
6601,No,296.34,No rain,No snow,Mostly Cloudy,Mist,mist,2013,8,30,7,4,0
2888,No,296.34,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,9,4,19,6,0
1167,No,296.34,Have rain,No snow,Party Cloudy,Rain,light rain,2018,9,13,23,3,0
933,No,296.34,Have rain,No snow,Clear,Rain,moderate rain,2018,8,27,4,0,0
6493,No,296.34,Have rain,No snow,Mostly Cloudy,Rain,moderate rain,2018,8,27,7,0,0
3516,No,296.35,No rain,No snow,Clear,Clear,Sky is Clear,2016,8,5,19,4,0
449,No,296.35,No rain,No snow,Clear,Rain,light rain,2015,8,13,1,3,0
6563,No,296.35,No rain,No snow,Clear,Clear,sky is clear,2015,8,26,16,2,0
4935,No,296.35,No rain,No snow,Clear,Rain,light rain,2015,9,8,12,1,0
432,No,296.35,No rain,No snow,Clear,Clear,sky is clear,2016,8,3,1,2,0
2700,No,296.35,No rain,No snow,Clear,Clear,sky is clear,2017,6,15,22,3,0
4928,No,296.35,No rain,No snow,Clear,Clear,sky is clear,2017,6,21,12,2,0
2728,No,296.35,No rain,No snow,Clear,Drizzle,light intensity drizzle,2018,5,18,22,4,0
2728,No,296.35,No rain,No snow,Clear,Thunderstorm,thunderstorm with light rain,2018,5,18,22,4,0
565,No,296.35,No rain,No snow,Clear,Clear,sky is clear,2018,5,29,0,1,0
1282,No,296.35,No rain,No snow,Clear,Clear,sky is clear,2018,8,12,23,6,0
674,No,296.35,No rain,No snow,Party Cloudy,Clouds,few clouds,2016,8,2,0,1,0
3319,No,296.35,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,7,12,20,2,0
4901,No,296.35,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2018,6,27,13,2,0
3442,No,296.35,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2018,8,18,21,5,0
6175,No,296.35,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,5,31,15,4,0
2256,No,296.36,No rain,No snow,Clear,Clear,Sky is Clear,2016,6,11,23,5,0
868,No,296.36,No rain,No snow,Clear,Clear,sky is clear,2015,7,28,4,1,0
1489,No,296.36,No rain,No snow,Clear,Clear,sky is clear,2015,8,16,0,6,0
4714,No,296.36,No rain,No snow,Clear,Clear,sky is clear,2018,8,13,9,0,0
6888,No,296.36,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,5,15,16,1,0
2175,No,296.36,No rain,No snow,Party Cloudy,Clouds,few clouds,2016,6,25,7,5,0
4505,No,296.36,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,7,21,12,6,0
4907,No,296.36,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2012,10,4,18,3,0
4152,No,296.36,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2016,6,28,18,1,0
6221,No,296.36,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,6,20,17,1,0
2965,No,296.36,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,6,15,21,5,0
4893,No,296.36,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,7,16,18,2,0
2902,No,296.36,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,7,20,9,6,0
5563,No,296.36,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,8,4,14,4,0
5179,No,296.36,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,8,15,14,1,0
5169,No,296.36,No rain,No snow,Mostly Cloudy,Rain,light rain,2018,7,20,13,4,0
6741,No,296.36,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,7,21,7,0,0
3793,No,296.36,Have rain,No snow,Mostly Cloudy,Rain,moderate rain,2015,8,16,18,6,0
3793,No,296.36,Have rain,No snow,Mostly Cloudy,Mist,mist,2015,8,16,18,6,0
3793,No,296.36,Have rain,No snow,Mostly Cloudy,Thunderstorm,proximity thunderstorm with drizzle,2015,8,16,18,6,0
379,No,296.36,Have rain,No snow,Mostly Cloudy,Rain,heavy intensity rain,2016,7,12,1,1,0
379,No,296.36,Have rain,No snow,Mostly Cloudy,Thunderstorm,proximity thunderstorm,2016,7,12,1,1,0
2535,No,296.37,No rain,No snow,Clear,Clear,sky is clear,2017,9,12,21,1,0
1974,No,296.37,No rain,No snow,Clear,Clear,sky is clear,2018,6,25,22,0,0
3465,No,296.37,No rain,No snow,Party Cloudy,Clouds,few clouds,2016,5,25,19,2,0
3618,No,296.37,No rain,No snow,Party Cloudy,Clouds,few clouds,2016,9,11,19,6,0
4710,No,296.37,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,6,20,18,1,0
3541,No,296.37,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2018,5,4,20,4,0
2727,No,296.37,No rain,No snow,Party Cloudy,Thunderstorm,proximity thunderstorm,2018,7,12,20,3,0
2727,No,296.37,No rain,No snow,Party Cloudy,Rain,light rain,2018,7,12,20,3,0
2727,No,296.37,No rain,No snow,Party Cloudy,Mist,mist,2018,7,12,20,3,0
5040,No,296.37,No rain,No snow,Party Cloudy,Drizzle,light intensity drizzle,2018,8,7,14,1,0
5040,No,296.37,No rain,No snow,Party Cloudy,Rain,moderate rain,2018,8,7,14,1,0
3167,No,296.37,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2018,8,11,22,5,0
848,No,296.37,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,8,30,4,4,0
4865,No,296.38,No rain,No snow,Clear,Clear,Sky is Clear,2016,6,17,18,4,0
5178,No,296.38,No rain,No snow,Clear,Clear,sky is clear,2012,10,4,13,3,0
4332,No,296.38,No rain,No snow,Clear,Clear,sky is clear,2018,5,6,15,6,0
3482,No,296.38,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,7,4,14,4,0
529,No,296.38,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,8,2,1,1,0
3884,No,296.38,Have rain,No snow,Mostly Cloudy,Rain,light rain,2018,8,30,19,3,0
2806,No,296.39,No rain,No snow,Clear,Clear,Sky is Clear,2014,7,22,21,1,0
2917,No,296.39,No rain,No snow,Clear,Clear,sky is clear,2015,8,10,20,0,0
2694,No,296.39,No rain,No snow,Clear,Clear,sky is clear,2015,8,16,9,6,0
5286,No,296.39,No rain,No snow,Party Cloudy,Rain,light rain,2014,7,9,13,2,0
5947,No,296.39,No rain,No snow,Party Cloudy,Clouds,few clouds,2016,5,5,15,3,0
4502,No,296.39,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2016,9,16,17,4,0
2880,No,296.39,Have rain,No snow,Party Cloudy,Rain,light rain,2018,9,1,21,5,0
780,No,296.39,Have rain,No snow,Mostly Cloudy,Rain,moderate rain,2016,9,6,4,1,0
780,No,296.39,Have rain,No snow,Mostly Cloudy,Thunderstorm,proximity thunderstorm,2016,9,6,4,1,0
780,No,296.39,Have rain,No snow,Mostly Cloudy,Mist,mist,2016,9,6,4,1,0
6000,No,296.4,No rain,No snow,Clear,Clear,Sky is Clear,2013,7,24,15,2,0
744,No,296.4,No rain,No snow,Clear,Clear,sky is clear,2013,9,7,1,5,0
2861,No,296.4,No rain,No snow,Clear,Clear,sky is clear,2014,7,12,20,5,0
4676,No,296.4,No rain,No snow,Clear,Clear,sky is clear,2017,6,29,18,3,0
3966,No,296.4,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,7,14,18,6,0
891,No,296.4,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,7,18,4,3,0
4247,No,296.4,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2015,8,9,17,6,0
3109,No,296.4,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,9,4,20,2,0
2998,No,296.4,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,7,18,20,4,0
498,No,296.4,No rain,No snow,Mostly Cloudy,Rain,light rain,2016,7,27,3,2,0
2751,No,296.4,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2016,9,5,19,0,0
2751,No,296.4,No rain,No snow,Mostly Cloudy,Mist,mist,2016,9,5,19,0,0
2751,No,296.4,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2016,9,5,19,0,0
4777,No,296.4,Have rain,No snow,Clear,Rain,light rain,2013,6,11,18,1,0
4201,No,296.41,No rain,No snow,Clear,Clear,Sky is Clear,2016,8,15,10,0,0
1332,No,296.41,No rain,No snow,Clear,Clear,sky is clear,2013,9,28,0,5,0
4617,No,296.41,No rain,No snow,Clear,Clear,sky is clear,2015,7,20,11,0,0
4602,No,296.41,No rain,No snow,Clear,Clear,sky is clear,2016,8,24,11,2,0
4717,No,296.41,No rain,No snow,Clear,Clear,sky is clear,2016,9,2,17,4,0
2741,No,296.41,No rain,No snow,Clear,Thunderstorm,proximity thunderstorm,2017,7,6,5,3,0
4213,No,296.41,No rain,No snow,Clear,Clear,sky is clear,2017,7,8,11,5,0
4981,No,296.41,No rain,No snow,Party Cloudy,Haze,haze,2013,9,18,18,2,0
2563,No,296.41,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,6,14,22,2,0
4673,No,296.41,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,8,2,11,2,0
4652,No,296.41,Have rain,No snow,Mostly Cloudy,Rain,moderate rain,2018,9,4,13,1,0
4652,No,296.41,Have rain,No snow,Mostly Cloudy,Mist,mist,2018,9,4,13,1,0
6729,No,296.42,No rain,No snow,Clear,Clear,sky is clear,2014,6,3,16,1,0
2228,No,296.42,No rain,No snow,Clear,Clear,sky is clear,2015,10,11,19,6,0
4759,No,296.42,No rain,No snow,Clear,Clear,sky is clear,2017,5,13,14,5,0
4807,No,296.42,No rain,No snow,Clear,Clear,sky is clear,2017,6,6,12,1,0
2287,No,296.42,No rain,No snow,Clear,Clear,sky is clear,2018,8,14,22,1,0
401,No,296.42,No rain,No snow,Clear,Clear,sky is clear,2018,9,16,3,6,0
4748,No,296.42,No rain,No snow,Party Cloudy,Mist,mist,2015,8,14,9,4,0
5347,No,296.42,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2015,7,27,8,0,0
3790,No,296.42,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,7,1,17,5,0
3908,No,296.42,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,7,2,13,6,0
2723,No,296.42,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2018,6,6,21,2,0
2659,No,296.42,No rain,No snow,Mostly Cloudy,Rain,light rain,2017,8,20,21,6,0
2979,No,296.42,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2018,6,10,20,6,0
5351,No,296.42,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,7,28,15,3,0
2460,No,296.42,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,6,18,21,0,0
5001,No,296.42,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2018,8,20,14,0,0
5001,No,296.42,No rain,No snow,Mostly Cloudy,Haze,haze,2018,8,20,14,0,0
5849,No,296.43,No rain,No snow,Clear,Clear,sky is clear,2014,5,23,14,4,0
2147,No,296.43,No rain,No snow,Clear,Clear,sky is clear,2016,7,12,22,1,0
801,No,296.43,No rain,No snow,Clear,Clear,sky is clear,2018,8,9,0,3,0
4108,No,296.43,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,9,8,16,6,0
1045,No,296.43,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2016,8,10,4,2,0
6483,No,296.43,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2014,7,16,17,2,0
4154,No,296.43,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2016,7,12,10,1,0
6395,No,296.43,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,6,20,16,1,0
2835,No,296.43,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2018,7,13,22,4,0
4791,No,296.43,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,5,20,12,0,0
2952,No,296.43,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,7,21,5,0,0
5497,No,296.43,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,6,27,15,1,0
6778,No,296.43,No rain,No snow,Mostly Cloudy,Rain,proximity shower rain,2017,9,22,7,4,0
6778,No,296.43,No rain,No snow,Mostly Cloudy,Thunderstorm,thunderstorm with rain,2017,9,22,7,4,0
3902,No,296.43,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,9,23,9,5,0
4412,No,296.43,No rain,No snow,Mostly Cloudy,Rain,light rain,2016,7,27,9,2,0
3109,No,296.43,Have rain,No snow,Mostly Cloudy,Rain,moderate rain,2016,7,7,19,3,0
5188,No,296.44,No rain,No snow,Clear,Clear,Sky is Clear,2013,7,9,12,1,0
4044,No,296.44,No rain,No snow,Clear,Clear,Sky is Clear,2016,10,2,13,6,0
4366,No,296.44,No rain,No snow,Clear,Clear,Sky is Clear,2016,10,3,12,0,0
876,No,296.44,No rain,No snow,Clear,Thunderstorm,proximity thunderstorm,2015,9,17,4,3,0
2588,No,296.44,No rain,No snow,Clear,Clear,sky is clear,2016,8,22,21,0,0
1218,No,296.44,No rain,No snow,Clear,Rain,moderate rain,2018,6,17,23,6,0
1218,No,296.44,No rain,No snow,Clear,Drizzle,light intensity drizzle,2018,6,17,23,6,0
5976,No,296.44,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,8,8,15,3,0
5287,No,296.44,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,6,12,14,2,0
6396,No,296.44,No rain,No snow,Party Cloudy,Rain,light rain,2013,6,12,17,2,0
